gene 	 shG9a_E2-
RCAN3 	 0
RP3-470B24.5 	 0
FUNDC2P2 	 0
FAM180B 	 0
AC084125.2 	 0
XXbac-BPG299F13.16 	 0
HCK 	 0
LRCH2 	 0
RP11-656E20.5 	 0
RP11-216P16.4 	 0
RP11-749H20.3 	 0
XXbac-BPG16N22.5 	 0
ABO 	 0
FAM46D 	 0
SLAMF1 	 0
RP11-133L14.2 	 0
OFD1P6Y 	 0
RP11-959F10.6 	 0
AL139812.1 	 0
RPL22P11 	 0
ADAMDEC1 	 0
RP11-429A20.4 	 0
LRIT2 	 0
AP006285.1 	 0
RP11-983C2.4 	 0
RP1-249H1.3 	 0
RP5-1154L15.1 	 0
FGF4 	 0
RP11-313F23.3 	 0
TXLNG2P 	 0
OR52E8 	 0
RP11-136I14.3 	 0
IGFBP7 	 0
AC022555.1 	 0
RP11-383H13.1 	 0
FAM216B 	 0
RP11-867G2.8 	 0
MAG 	 0
RP11-463O12.3 	 0
TAAR2 	 0
PPP1R11P1 	 0
SAGE1 	 0
RAB19 	 0
OR2W3 	 0
RP13-895J2.7 	 0
RP11-691F15.1 	 0
EQTN 	 0
RP11-705C15.6 	 0
ASIC5 	 0
AL139819.1 	 0
CTD-2331C18.5 	 0
RP11-611O2.3 	 0
MATN4 	 0
TMEM132C 	 0
AC093334.1 	 0
AC073610.5 	 0
RP11-351O2.2 	 0
DCDC2C 	 0
DDX3Y 	 0
ADIG 	 0
RPL18AP16 	 0
AC008731.1 	 0
TSPY8 	 0
HSPB2 	 0
C20orf187 	 0
MIR4800 	 0
RP11-977P2.1 	 0
RP11-449P1.1 	 0
A2ML1-AS1 	 0
SIRPB2 	 0
PNLIPRP2 	 0
SYT14 	 0
PDZD9 	 0
RP11-429A20.2 	 0
RP5-951N9.2 	 0
SSU72P2 	 0
ARSF 	 0
RP11-1029F8.1 	 0
AC008155.2 	 0
RP11-817J15.3 	 0
MS4A12 	 0
ZNF835 	 0
AP001069.1 	 0
NXF5 	 0
C15orf55 	 0
AC139099.1 	 0
AC104304.1 	 0
RP11-407A16.8 	 0
AC113144.2 	 0
RP11-550P17.1 	 0
RP11-46H11.5 	 0
RP11-361I14.2 	 0
RP11-172C16.4 	 0
AL590762.1 	 0
ZIK1 	 0
RP11-148B6.2 	 0
LIPI 	 0
C11orf39 	 0
ZNF812 	 0
RP11-305O6.2 	 0
RP11-73M14.1 	 0
TNFRSF1B 	 0
AC018692.3 	 0
AL590325.2 	 0
AC026904.1 	 0
RP11-664H17.1 	 0
TERF1P3 	 0
MEP1AP1 	 0
MORN5 	 0
GCSAML 	 0
AC027612.1 	 0
LINC00302 	 0
AC105402.2 	 0
RP11-474D1.1 	 0
AC087897.1 	 0
RP4-765H13.1 	 0
ZFP112 	 0
SEBOX 	 0
RP11-881M11.8 	 0
RP11-434C1.2 	 0
AL773572.7 	 0
CSF2RB 	 0
RP11-162A23.5 	 0
LHFPL1 	 0
CR753651.1 	 0
AC090953.1 	 0
LINC00115 	 0
AC138123.2 	 0
RP5-944M2.1 	 0
RP5-944M2.4 	 0
RP11-335I12.2 	 0
OPALIN 	 0
AL590325.1 	 0
RP11-454K24.1 	 0
MGRN1 	 0
RP11-749H20.4 	 0
SLC22A9 	 0
RP11-955H22.1 	 0
AC084125.1 	 0
AC083874.3 	 0
RTN3P1 	 0
DAZ2 	 0
C2orf65 	 0
RP11-366L20.4 	 0
RP11-553N19.1 	 0
RP11-959F10.4 	 0
AC109992.1 	 0
AC005000.1 	 0
CCL14 	 0
CDKN2AIPNLP1 	 0
RP11-625L16.1 	 0
ZNF214 	 0
SLC6A1 	 0
CRISP1 	 0
Z83848.1 	 0
RP11-64B16.5 	 0
ERMN 	 0
AP003419.16 	 0
RP11-277P12.9 	 0
AE000658.22 	 0
TSPY6P 	 0
RP11-473M14.4 	 0
TRDV3 	 0
HTR3A 	 0
RP11-512M8.5 	 0
TTLL9 	 0
DEFA1B 	 0
MRPS18CP4 	 0
RP11-268P4.2 	 0
AC024183.3 	 0
RP11-284H19.1 	 0
GYPA 	 0
AC011933.1 	 0
AP000647.3 	 0
PRAMEF11 	 0
KLRF2 	 0
AP000476.1 	 0
PIH1D3 	 0
ZNF426 	 0
GRIK1 	 0
AP000721.4 	 0
TCEB2P2 	 0
RP11-76C10.2 	 0
RP11-807H7.1 	 0
RP11-27M24.1 	 0
AC007308.1 	 0
TCEB1P3 	 0
RP11-351O2.1 	 0
RP11-428I12.1 	 0
PNMA5 	 0
SLC4A10 	 0
NLRP12 	 0
RP11-966I7.2 	 0
AC068538.2 	 0
AL391357.1 	 0
RP11-613F22.7 	 0
PPP1R2P4 	 0
AL391319.1 	 0
AC140481.3 	 0
BPIFC 	 0
CD84 	 0
GFI1B 	 0
RP1-192P9.1 	 0
RP11-64D24.4 	 0
RP11-50I19.1 	 0
RP11-364C11.3 	 0
HPRTP4 	 0
C1DP2 	 0
RP11-252C15.1 	 0
OVCH2 	 0
TMED10P1 	 0
PTPMT1 	 0
SAA3P 	 0
RP11-691L4.2 	 0
RP11-64I17.1 	 0
MS4A3 	 0
TSGA10IP 	 0
SRY 	 0
PKD1L3 	 0
RP11-463D19.1 	 0
MS4A14 	 0
CD3D 	 0
MS4A1 	 0
RP11-693N9.2 	 0
RP11-324J3.1 	 0
HNRNPKP3 	 0
OR5J7P 	 0
NCAM1 	 0
OR8K4P 	 0
MS4A6A 	 0
PDCL3P1 	 0
CTD-2140G10.4 	 0
OR8X1P 	 0
OR5AN2P 	 0
RP11-699F16.1 	 0
GPA33 	 0
DKK3 	 0
RP11-107P7.4 	 0
RP11-2F20.1 	 0
MRPS36P4 	 0
ABCC12 	 0
OR5BN2P 	 0
TRIM77P 	 0
CHRNB3 	 0
RP11-736I10.1 	 0
OR4A6P 	 0
NEDD8-MDP1 	 0
CTD-2560E9.5 	 0
PTP4A2P2 	 0
BBOX1 	 0
MS4A8B 	 0
CTD-2240G15.1 	 0
CTD-2537O9.1 	 0
NELL1 	 0
RP11-262A12.1 	 0
GDPD4 	 0
RP11-56P9.6 	 0
KRT121P 	 0
RP11-707M1.1 	 0
OR4D7P 	 0
RP11-5A11.1 	 0
CTD-2140G10.1 	 0
SLC17A6 	 0
RP11-734C14.3 	 0
HSPB2-C11orf52 	 0
RP11-626H12.1 	 0
RP11-872D17.8 	 0
CTD-2537L20.1 	 0
RP11-148I19.1 	 0
RP11-831A10.2 	 0
RP11-290D2.4 	 0
TNNI3K 	 0
RP11-436P7.2 	 0
OR8L1P 	 0
RP11-680E19.1 	 0
LAYN 	 0
AL161668.5 	 0
SPI1 	 0
AC103828.1 	 0
PRG4 	 0
RP11-529A4.9 	 0
RP11-405K6.1 	 0
RP11-1036E20.10 	 0
RP11-727A23.8 	 0
RP11-1118M6.2 	 0
TRPM5 	 0
OR4A40P 	 0
RP11-728D14.6 	 0
RP11-56P9.4 	 0
VNN2 	 0
RP1-17K7.1 	 0
RP11-58K22.5 	 0
CSRP3 	 0
LRRC24 	 0
RP11-482L11.1 	 0
RP11-939C17.4 	 0
CYCSP29 	 0
OR7E161P 	 0
FSHB 	 0
CRTAM 	 0
RP11-7I15.3 	 0
RP11-160H12.2 	 0
RP11-839D17.2 	 0
FAM90A19P 	 0
PRG2 	 0
OR4A19P 	 0
C8orf12 	 0
RP11-726G23.12 	 0
SPERT 	 0
AP000442.4 	 0
MDP1 	 0
AC023085.1 	 0
RP11-801G16.2 	 0
OR10G6 	 0
OR7E15P 	 0
RP11-563P16.1 	 0
OR4C7P 	 0
RP11-102F4.2 	 0
AP000783.1 	 0
RP11-113K21.4 	 0
RP11-100N3.3 	 0
RP11-958J22.1 	 0
PIWIL3 	 0
RP11-665E10.3 	 0
CTD-2313N18.7 	 0
RP11-676F20.3 	 0
RP11-481A20.4 	 0
RP11-49M9.2 	 0
OPCML-IT2 	 0
RP11-738O11.9 	 0
RP11-574M7.1 	 0
CACNA1E 	 0
RP11-618K13.2 	 0
RP11-514F3.5 	 0
CCDC37 	 0
RP11-958J22.2 	 0
OR8J2 	 0
RP11-1H15.1 	 0
RP11-326C3.4 	 0
AP001257.1 	 0
GRIA4 	 0
RP11-531H8.2 	 0
RP11-72M10.7 	 0
OR4A41P 	 0
RP11-646J21.5 	 0
RP11-680F20.9 	 0
RGS4 	 0
RP1-65P5.3 	 0
GLB1L3 	 0
GATA4 	 0
CTD-2023J5.1 	 0
NT5C1B-RDH14 	 0
RP11-634B22.4 	 0
OR5BN1P 	 0
OR8G5 	 0
OR4A43P 	 0
TPRXL 	 0
OR4A4P 	 0
SPATA19 	 0
CBX3P7 	 0
OR5B10P 	 0
MMP12 	 0
RP11-164N3.1 	 0
OR7E8P 	 0
RP11-676F20.1 	 0
OR5F2P 	 0
RP1-68D18.3 	 0
OR4A21P 	 0
MS4A6E 	 0
RP11-45A12.1 	 0
RP11-748C4.1 	 0
OR10G5P 	 0
CCKBR 	 0
RP11-583F24.5 	 0
TBX5-AS1 	 0
AP000889.2 	 0
BAK1P2 	 0
RP11-436P7.1 	 0
RP11-37O16.4 	 0
AP004550.1 	 0
RP11-831H9.3 	 0
RP11-720D4.3 	 0
CTD-2555I5.1 	 0
SYT9 	 0
LINC00301 	 0
RP11-159D8.1 	 0
CTD-3051L14.14 	 0
PKD2L1 	 0
RP11-734C14.10 	 0
RP11-574M7.2 	 0
TRIM49 	 0
RP11-23B7.4 	 0
MTNR1B 	 0
MS4A4E 	 0
KLHL22-IT1 	 0
RP11-304C12.3 	 0
RP11-672A2.5 	 0
CBX3P8 	 0
RP11-451K18.7 	 0
RP11-72M10.4 	 0
OR4C9P 	 0
RP11-50B3.2 	 0
OR4A1P 	 0
RP11-589F4.2 	 0
RP11-15D14.2 	 0
RP11-687M24.5 	 0
RP11-46P12.1 	 0
CTD-2210P24.1 	 0
MAGEL2 	 0
AP000479.1 	 0
RP11-713P17.5 	 0
RP11-396O20.1 	 0
RP1-130L23.1 	 0
RP11-358N4.3 	 0
IGLL5 	 0
RP11-375D13.4 	 0
OR4A3P 	 0
RP11-436H16.1 	 0
OR5AL2P 	 0
RP11-158I9.1 	 0
AP000857.2 	 0
RP11-444K7.8 	 0
RP11-116P9.7 	 0
TCEB1P22 	 0
MS4A4A 	 0
RP11-115E19.1 	 0
RP11-107P7.2 	 0
NLRP3 	 0
AP005135.2 	 0
CTD-2210P24.2 	 0
RP11-532E4.2 	 0
RP11-529A4.10 	 0
RP11-111A24.1 	 0
RP11-745I13.1 	 0
RP11-142C4.5 	 0
GRM5-AS1 	 0
AP000641.1 	 0
CTD-2210P24.3 	 0
RP11-219O3.2 	 0
RP1-17K7.2 	 0
MTND5P21 	 0
TEX26 	 0
RP11-358N4.5 	 0
OR5G5P 	 0
RP11-277K23.1 	 0
PPP1R10P1 	 0
RP11-34N19.1 	 0
RP11-728F11.3 	 0
RP11-755E23.3 	 0
SSU72P3 	 0
RP11-734C14.8 	 0
CTD-3096P4.1 	 0
RP11-23J9.7 	 0
RP11-573M3.4 	 0
RP11-583F24.4 	 0
RP11-266E8.2 	 0
RP11-655C2.3 	 0
OR1D4 	 0
OR5D15P 	 0
RP11-347H15.5 	 0
RP11-693N9.1 	 0
RP11-998D10.1 	 0
EGLN1P1 	 0
ASCL3 	 0
RP11-655M14.4 	 0
RP11-467K18.2 	 0
RP11-688I9.2 	 0
SLC25A47P1 	 0
RP11-698N11.2 	 0
OR6M3P 	 0
KCNJ1 	 0
RP11-27P7.2 	 0
RP11-659P15.2 	 0
CTC-378H22.1 	 0
RP11-672A2.4 	 0
OR5D17P 	 0
OR4A7P 	 0
RP11-164N3.2 	 0
NBPF6 	 0
RP11-787P24.1 	 0
OR4A42P 	 0
RP11-91I20.4 	 0
CASP5 	 0
OR4A48P 	 0
HSD3B1 	 0
ALG9-IT1 	 0
CTD-2140G10.2 	 0
SLN 	 0
RP4-791M13.5 	 0
RP11-81M19.1 	 0
NPSR1 	 0
RP11-375D13.1 	 0
RP11-263C24.1 	 0
RP11-124G5.3 	 0
RP11-684B20.1 	 0
RP11-680F20.6 	 0
RP11-675M1.2 	 0
RP11-20J1.1 	 0
RP11-770G2.5 	 0
TFAMP2 	 0
RP11-170L9.1 	 0
GUCY2EP 	 0
RP11-27P7.1 	 0
RP11-438N5.2 	 0
SETP16 	 0
PTP4A1P6 	 0
RP11-1167A19.14 	 0
RP11-794P6.3 	 0
WT1 	 0
RP11-313I2.13 	 0
GNG5P3 	 0
RP11-113K21.1 	 0
RP11-734C14.2 	 0
AP000889.1 	 0
RP11-466I1.1 	 0
OR4C1P 	 0
TMCO5B 	 0
OR4C2P 	 0
OR2W5 	 0
OR4A12P 	 0
CTD-2019O4.1 	 0
RP11-680F20.5 	 0
RP11-708L7.7 	 0
RP11-481A20.8 	 0
OR4R2P 	 0
OR52B2 	 0
OR4P1P 	 0
AC005363.9 	 0
RP11-124G5.2 	 0
TEX12 	 0
RP11-708L7.6 	 0
PTPRC 	 0
RP11-725K16.2 	 0
RP11-163O19.3 	 0
RP11-413N13.1 	 0
RP11-696P8.2 	 0
RP11-587D21.4 	 0
NAV2-AS5 	 0
FGF12-AS1 	 0
RP11-97I14.1 	 0
RP11-688I9.4 	 0
RP11-805J14.3 	 0
RP11-702H23.6 	 0
RP11-98J9.2 	 0
PRSS48 	 0
SIGLEC10 	 0
RP11-236J17.5 	 0
OR52I1 	 0
CTD-2530H12.7 	 0
RP11-59K5.1 	 0
RP11-222N13.1 	 0
CTD-3012A18.1 	 0
CTD-2572N17.1 	 0
RP11-375D13.2 	 0
RP11-107P7.1 	 0
RP11-529A4.4 	 0
PCDHA4 	 0
OR5D3P 	 0
GRP 	 0
TRIM49DP 	 0
CTD-2381F24.1 	 0
AF228730.13 	 0
GPRC6A 	 0
TRIM64C 	 0
OR5M6P 	 0
OR51E1 	 0
RP11-776K3.1 	 0
RP11-168K9.1 	 0
OR4D10 	 0
INSC 	 0
LINC00681 	 0
RP11-12D16.2 	 0
DEFB108P1 	 0
NDUFC2-KCTD14 	 0
RP11-484D2.5 	 0
RP11-45A12.2 	 0
RP11-748H22.2 	 0
CTD-2313N18.8 	 0
MRVI1-AS1 	 0
HIGD1AP5 	 0
OR4A45P 	 0
RP11-822P1.1 	 0
CTD-2371O3.3 	 0
RP11-469N6.2 	 0
RP1-65P5.4 	 0
RP11-514F3.4 	 0
RP11-203F8.1 	 0
RP11-152H18.3 	 0
OR4R1P 	 0
RP11-703H8.9 	 0
OR2AL1P 	 0
RP11-867G23.9 	 0
APLF 	 0
OR6M2P 	 0
RP11-65M17.3 	 0
FMO6P 	 0
PTH 	 0
RP11-113D6.9 	 0
RP11-358H18.2 	 0
TRIM51DP 	 0
CTD-2528N2.1 	 0
OR5AP1P 	 0
CKLF-CMTM1 	 0
RP11-665E10.1 	 0
OR5M5P 	 0
RP11-179A10.2 	 0
CCDC83 	 0
CTD-2026G22.1 	 0
DUXAP5 	 0
SEZ6L 	 0
RP11-775A1.2 	 0
RP11-347H15.3 	 0
MUC15 	 0
RP11-313I2.8 	 0
RP11-851M3.2 	 0
RP11-659P15.3 	 0
RP11-438N5.3 	 0
GLYATL1P2 	 0
C9orf135 	 0
OR5M4P 	 0
RP11-10A7.1 	 0
RP11-469N6.3 	 0
RP11-810P12.6 	 0
ILDR2 	 0
RP11-360K13.2 	 0
CTD-2562J17.9 	 0
RP11-81M19.3 	 0
OR8I1P 	 0
RP11-1101K5.2 	 0
RP11-315O6.2 	 0
PDGFD 	 0
RP11-5A11.2 	 0
ACY3 	 0
CTD-2523D13.1 	 0
RP11-259P6.3 	 0
RP11-347H15.4 	 0
RP11-347H15.6 	 0
DEFB108B 	 0
RP11-646J21.7 	 0
TMA16P1 	 0
RP11-438N5.4 	 0
NDUFS5P6 	 0
PABPC4L 	 0
CTD-2132H18.3 	 0
OR4A18P 	 0
RP11-882G5.1 	 0
RP11-428C19.5 	 0
RP4-710M3.2 	 0
RP11-680E19.2 	 0
RP11-145O15.3 	 0
OR5M2P 	 0
C11orf16 	 0
CTD-2531D15.4 	 0
HEPACAM 	 0
MOGAT2 	 0
RP11-794P6.2 	 0
SPAG11B 	 0
RP11-94P11.3 	 0
RP11-665E10.5 	 0
OR10AF1P 	 0
RP11-736I10.2 	 0
RP11-624G17.3 	 0
RP1-296L11.1 	 0
RP11-37O16.8 	 0
GLTPP1 	 0
OR5BB1P 	 0
RP11-882I15.1 	 0
RP11-94P11.4 	 0
RP11-701I24.3 	 0
AC084121.14 	 0
RP11-672A2.6 	 0
RP11-678P16.1 	 0
OR7E160P 	 0
RP11-664H7.2 	 0
RP11-867G23.4 	 0
RP11-583F24.8 	 0
RP11-707M1.9 	 0
OR8A2P 	 0
RP11-794P6.1 	 0
TMEM225 	 0
RP11-460B17.3 	 0
KB-1073A2.1 	 0
AP000435.3 	 0
RP4-562D20.2 	 0
RP11-313I2.2 	 0
OR10Y1P 	 0
RP11-164N3.3 	 0
RP11-430H10.4 	 0
RP5-1027O15.2 	 0
RP11-831H9.11 	 0
TMX2-CTNND1 	 0
RP11-430H10.2 	 0
C1QTNF5 	 0
RP11-485O14.1 	 0
TCTEX1D1 	 0
PRKRIRP4 	 0
RP11-643G5.6 	 0
RP11-626H12.3 	 0
RP11-119D9.4 	 0
CTD-2651C21.3 	 0
MTND2P26 	 0
AP000725.1 	 0
TYR 	 0
SLC22A25 	 0
EEF1A1P18 	 0
NAV2-IT1 	 0
RP11-58K22.1 	 0
RP11-787P24.2 	 0
MS4A15 	 0
RP11-236J17.6 	 0
RP5-1027O15.1 	 0
SPAG11A 	 0
RP11-56P9.8 	 0
RP4-594L9.2 	 0
SEC16B 	 0
SMTNL1 	 0
MS4A13 	 0
RP11-718B12.5 	 0
RP11-513D5.2 	 0
GAL3ST3 	 0
SPATA31D5P 	 0
HIGD1AP10 	 0
RP11-716D19.1 	 0
RP11-617B3.2 	 0
AP003068.12 	 0
DEFB108P3 	 0
RP11-109E10.1 	 0
RP11-460B17.2 	 0
RP11-483L5.1 	 0
OR4B2P 	 0
TMPRSS4-AS1 	 0
RP5-945I17.2 	 0
RP11-113D6.6 	 0
RP11-313I2.5 	 0
RP11-37O16.5 	 0
RP11-702H23.3 	 0
OR5AQ1P 	 0
RP11-131J4.12 	 0
RP11-356J5.4 	 0
RP11-334E6.4 	 0
RP11-16F15.4 	 0
RP11-659G9.3 	 0
RP5-901A4.5 	 0
RP11-234B24.2 	 0
OR5AK3P 	 0
RP1-305G21.1 	 0
OR5AZ1P 	 0
RP11-35J10.4 	 0
WASIR2 	 0
RP11-313I2.10 	 0
RP11-670N15.2 	 0
RP11-732A19.2 	 0
RP11-179A16.2 	 0
PIGY 	 0
RP11-99C10.1 	 0
RP11-313I2.11 	 0
RP11-672A2.7 	 0
RP11-412B14.1 	 0
RP11-168K9.2 	 0
RP11-265D17.2 	 0
OR52P2P 	 0
RP11-379J13.2 	 0
OR4A2P 	 0
RP11-646J21.4 	 0
OR4A46P 	 0
OR10AK1P 	 0
CTD-2589M5.4 	 0
RP11-37O16.6 	 0
RP11-805J14.5 	 0
RP11-178H8.3 	 0
RP11-732A19.8 	 0
RP11-583F24.6 	 0
COX6CP5 	 0
RP11-529A4.7 	 0
RP11-679I18.4 	 0
ACCSL 	 0
RP11-3G21.1 	 0
OR4A49P 	 0
RP11-452H21.2 	 0
RP11-806N19.1 	 0
CTD-2530H12.5 	 0
OR8I4P 	 0
RP11-304M2.5 	 0
RP11-47J17.3 	 0
OR4X7P 	 0
RP11-227P3.1 	 0
MRGPRX1 	 0
RP11-403D15.2 	 0
RP11-664H7.1 	 0
RP11-15D14.1 	 0
RP11-258O13.1 	 0
RP11-529A4.15 	 0
OR5M10 	 0
AC009294.1 	 0
AF238378.7 	 0
ABC12-47043100G14.2 	 0
RP11-716H6.2 	 0
RP11-72M10.2 	 0
RP11-673F18.1 	 0
MTND1P35 	 0
RP11-7I15.4 	 0
AP000445.1 	 0
RP11-480O10.2 	 0
FAM90A16P 	 0
RP11-23B7.3 	 0
AF131215.3 	 0
AP000445.2 	 0
NAV2-AS1 	 0
RP11-732A19.6 	 0
RP11-407P18.1 	 0
RP11-573E11.2 	 0
RP11-303G3.10 	 0
RP11-699F16.3 	 0
RP11-37O16.7 	 0
TRPC2 	 0
OR5M1 	 0
KCNA4 	 0
RP11-699F16.2 	 0
RP11-1236K1.8 	 0
OR4A10P 	 0
OR8Q1P 	 0
RP11-109D9.3 	 0
RP11-732A19.5 	 0
RP11-375D13.3 	 0
TRIM51FP 	 0
RP11-336F14.1 	 0
DEFB134 	 0
RP11-738O11.12 	 0
CASP1P1 	 0
OR4A9P 	 0
OR4A50P 	 0
RP11-313I2.6 	 0
RP11-864G5.3 	 0
RP11-72M10.8 	 0
GS1-24F4.3 	 0
RP11-61N20.3 	 0
RP11-876F14.1 	 0
RP11-659P15.1 	 0
RNF185-AS1 	 0
RP11-163O19.10 	 0
CTD-2531D15.5 	 0
RP11-25I9.2 	 0
OR4A17P 	 0
RP11-843A23.2 	 0
GLULP3 	 0
PATE1 	 0
RP11-158C6.3 	 0
RP11-958J22.3 	 0
UBTFL2 	 0
OR10D4P 	 0
RP11-1195F20.7 	 0
hsa-mir-210 	 0
RP11-215H18.5 	 0
CTD-3051L14.13 	 0
BTG4 	 0
RP11-113K21.2 	 0
CTD-2063L20.1 	 0
RP11-179A10.1 	 0
RP5-1047A19.6 	 0
TRIM51BP 	 0
OR10V3P 	 0
RP11-1007G5.2 	 0
RP1-65P5.1 	 0
KIRREL3-AS3 	 0
RP11-480O10.1 	 0
RP11-100N3.2 	 0
RP11-386B1.1 	 0
PPP1R1AP1 	 0
RP11-40H19.1 	 0
RP11-644A8.1 	 0
AP000859.4 	 0
RP1-59M18.2 	 0
RP11-945A11.2 	 0
AP000648.3 	 0
RP11-58K22.2 	 0
CTD-2517M22.16 	 0
RP11-687M24.4 	 0
OR4V1P 	 0
RP11-726G23.11 	 0
RP1-17K7.3 	 0
RP11-98J9.3 	 0
RP11-107P7.6 	 0
RP11-646J21.2 	 0
RP11-449L13.2 	 0
RP1-220G17.1 	 0
RP11-1081L13.3 	 0
CTD-2302A16.2 	 0
RP11-100N3.4 	 0
RP11-535N6.2 	 0
OR5G1P 	 0
OR7E154P 	 0
OR8B6P 	 0
KCNA2 	 0
OR4R3P 	 0
OR5BR1P 	 0
ANO1-AS1 	 0
RP11-107P7.5 	 0
DBX1 	 0
RP11-655M14.14 	 0
RP11-677I18.4 	 0
RP11-810P12.5 	 0
RP11-54J7.2 	 0
KNCN 	 0
RP11-358H18.3 	 0
MS4A2 	 0
RP11-290F24.4 	 0
RP11-430L3.1 	 0
CTD-3224I3.3 	 0
RP11-644A8.2 	 0
CTD-2119L1.1 	 0
RP11-757C15.4 	 0
RP11-27G22.1 	 0
CTD-2530H12.2 	 0
DEFB108P4 	 0
RP11-684B2.5 	 0
OR8K2P 	 0
RP11-113D6.3 	 0
RP11-756D7.1 	 0
RP11-396O20.2 	 0
RP11-317J19.1 	 0
RP11-379J13.1 	 0
SAA2-SAA4 	 0
OR4A44P 	 0
RP11-167J8.4 	 0
RP11-63C8.1 	 0
RP11-529A4.5 	 0
RP11-664I21.5 	 0
RP4-541C22.4 	 0
RP11-664I21.6 	 0
SUB1P1 	 0
OR5D2P 	 0
C17orf77 	 0
TRIM51EP 	 0
IGLV3-30 	 0
CTD-2272D18.1 	 0
CTD-2552K11.2 	 0
RP11-30J20.1 	 0
SLA 	 0
RP11-79C23.1 	 0
NPM2 	 0
RP11-103H7.5 	 0
IGKV1-22 	 0
GOT1L1 	 0
ZFHX4 	 0
RP11-600K15.1 	 0
RP11-32K4.2 	 0
RP11-946L20.2 	 0
IGHVIII-67-4 	 0
SLC18A1 	 0
CTC-425K20.1 	 0
RP11-115I9.1 	 0
RP11-546B8.1 	 0
CTD-3118D11.2 	 0
GFRA2 	 0
RP11-101E19.4 	 0
RP11-790L1.3 	 0
GABRA6 	 0
RP11-140I16.2 	 0
CTC-529G1.1 	 0
IGLVI-63 	 0
RP11-583M2.2 	 0
RP11-473J6.1 	 0
OPRM1 	 0
SOX5P 	 0
SDR16C6P 	 0
RP11-962G15.1 	 0
RP11-1G11.2 	 0
SFTA3 	 0
NKX6-3 	 0
RP11-379I19.2 	 0
RP11-359E19.1 	 0
CHRNA2 	 0
RP11-61G23.1 	 0
RP11-157I4.4 	 0
TMEM71 	 0
RP11-813B8.1 	 0
RP11-452N4.1 	 0
RP11-94H18.3 	 0
CIR1P1 	 0
KB-1562D12.3 	 0
RP11-855C21.1 	 0
PTP4A3 	 0
C8orf74 	 0
RP11-566H8.3 	 0
RP11-38H17.1 	 0
RP11-350F16.1 	 0
RP11-567J20.2 	 0
IGHVII-33-1 	 0
RP11-31K23.1 	 0
VENTXP5 	 0
RP11-953B20.2 	 0
KCNU1 	 0
IGHV3-75 	 0
ZNHIT1P1 	 0
RP11-359P18.2 	 0
IGLV3-6 	 0
RP11-181B11.2 	 0
NIPA2P4 	 0
RP11-373N22.4 	 0
HAUS1P3 	 0
RP11-759A9.1 	 0
RP11-946L20.1 	 0
RP11-359P18.8 	 0
MTND4P7 	 0
RP11-175E9.1 	 0
FLJ43860 	 0
RP11-369E15.4 	 0
RALYL 	 0
CTC-436K13.2 	 0
IGLVV-66 	 0
CTD-2544L4.1 	 0
NRG1-IT1 	 0
KB-1615E4.3 	 0
IDO1 	 0
IGHVIII-76-1 	 0
RP11-318M2.3 	 0
RP11-1D12.2 	 0
RP11-6N13.4 	 0
RP11-281O15.7 	 0
GABRB2 	 0
IGLCOR22-1 	 0
RP11-17A4.3 	 0
GS1-39E22.1 	 0
IGLV3-31 	 0
RP11-52B19.8 	 0
RP11-25K19.1 	 0
RP11-267L5.1 	 0
CTD-2647L4.1 	 0
SMARCE1P4 	 0
RP11-139G7.1 	 0
MTND1P6 	 0
CTD-3064M3.6 	 0
SNX18P27 	 0
RP1-170O19.17 	 0
RP11-10J21.6 	 0
RP11-142A23.1 	 0
CTC-348L5.1 	 0
RP11-152K4.2 	 0
TRPA1 	 0
KB-1471A8.2 	 0
ADGB 	 0
KB-173C10.1 	 0
CTD-2309H9.4 	 0
RP11-785H20.1 	 0
PMCHL2 	 0
RP11-622O11.4 	 0
CTD-2024D23.1 	 0
RP11-255B23.2 	 0
RP11-101E19.8 	 0
RP11-369E15.1 	 0
NEFM 	 0
EBF1 	 0
MRPS16P1 	 0
AC005895.3 	 0
RP11-359P18.7 	 0
CTD-2309H9.2 	 0
RP11-759A9.2 	 0
CTB-37A13.1 	 0
RP11-378A12.1 	 0
RP1-273G13.2 	 0
IGHV1-14 	 0
RP11-700E23.1 	 0
RP11-257P3.3 	 0
GABRG2 	 0
RP11-363L24.3 	 0
IGKV2D-19 	 0
RP11-89M20.2 	 0
IGHV3-71 	 0
NRG1-IT2 	 0
RP11-737F9.1 	 0
RP11-513H8.1 	 0
IGLV7-35 	 0
AC008691.1 	 0
CNBD1 	 0
RP11-587H10.2 	 0
RP11-619L12.3 	 0
PENK 	 0
IGLVI-70 	 0
RP11-573J24.1 	 0
PHYHIP 	 0
RP11-431D12.1 	 0
IGHV3-65 	 0
RP11-63E5.8 	 0
RP11-726G23.3 	 0
CTC-436K13.6 	 0
KB-1047C11.1 	 0
RP11-758M4.3 	 0
CTD-3145H4.1 	 0
IGKV3-25 	 0
RP11-149P24.1 	 0
GAB4 	 0
ARL2BPP5 	 0
CTD-3118D11.3 	 0
RP11-536K17.1 	 0
IGKV3-31 	 0
RP11-158A14.1 	 0
IGKV2-4 	 0
LRRC31 	 0
IGHVIII-5-1 	 0
CTC-353G13.1 	 0
STMN4 	 0
C5orf50 	 0
SLC36A2 	 0
WBP1LP3 	 0
CTD-2281E23.2 	 0
MTND6P20 	 0
RP11-726G23.8 	 0
